Date,B,A,ratio
2019-10-27,10769000,9230.0,1166.738894907909
2019-10-28,10890000,9528.23,1142.9195139076198
2019-10-29,10920000,9204.45,1186.3826735980965
2019-10-30,10699000,9407.62,1137.2695750891298
2019-10-31,10642000,9154.02,1162.5493499031027
2019-11-01,10707000,9140.86,1171.3339882680623
2019-11-02,10767000,9231.4,1166.3452997378513
2019-11-03,10778000,9289.85,1160.1909611027088
2019-11-04,10670000,9196.46,1160.2290446541388
2019-11-05,10720000,9392.4,1141.3483241769943
2019-11-06,10815000,9307.73,1161.9374433938244
2019-11-07,10687000,9339.16,1144.321330826327
2019-11-08,10525000,9214.0,1142.283481658346
2019-11-09,10246000,8773.74,1167.8030121704085
2019-11-10,10241000,8809.18,1162.5372622650461
2019-11-11,10226000,9040.16,1131.1746694748765
2019-11-12,10177000,8733.36,1165.30178533806
2019-11-13,10222000,8821.91,1158.7059945068586
2019-11-14,10063000,8777.54,1146.448777220041
2019-11-15,10063000,8646.38,1163.8396646920446
2019-11-16,9917000,8471.62,1170.614357112335
2019-11-17,10000000,8490.74,1177.7536469141678
2019-11-18,9879000,8502.87,1161.8430012454617
2019-11-19,9536000,8186.5,1164.8445611677762
2019-11-20,9472000,8133.83,1164.5190519103546
2019-11-21,9351000,8098.56,1154.6497155049785
2019-11-22,8907000,7627.79,1167.7038827760073
2019-11-23,8446000,7268.23,1162.0435786979774
2019-11-24,8522000,7311.1,1165.6248717703218
2019-11-25,7930000,6900.23,1149.2370544170267
2019-11-26,8423000,7109.99,1184.6711458103316
2019-11-27,8229000,7154.75,1150.1450085607464
2019-11-28,8736000,7507.9,1163.5743683320236
2019-11-29,8775000,7418.52,1182.8504876983548
2019-11-30,9011000,7740.99,1164.06299452654
2019-12-01,8579000,7540.63,1137.703348393967
2019-12-02,8476000,7391.5,1146.7225867550565
2019-12-03,8636000,7294.42,1183.9186665972072
2019-12-04,8541000,7292.71,1171.1695652233532
2019-12-05,8689000,7194.59,1207.7130176980204
2019-12-06,8660000,7389.0,1172.0124509405873
2019-12-07,8799000,7527.8,1168.8673981774223
2019-12-08,8733000,7487.31,1166.373503968715
2019-12-09,8789000,7510.11,1170.2891169370355
2019-12-10,8613000,7338.64,1173.650703672615
2019-12-11,8535000,7224.15,1181.4538734660825
2019-12-12,8422000,7210.0,1168.0998613037448
2019-12-13,8465000,7197.76,1176.0603298804072
2019-12-14,8411000,7257.37,1158.9597884633138
2019-12-15,8368000,7064.14,1184.5744846506439
2019-12-16,8255000,7119.6,1159.4752514186189
2019-12-17,8019000,6891.44,1163.6174732711886
2019-12-18,7746000,6623.84,1169.4123046450397
2019-12-19,8259000,7277.83,1134.8162845243705
2019-12-20,8296000,7151.31,1160.067176503326
2019-12-21,8287000,7188.01,1152.8921078295662
2019-12-22,8331000,7131.59,1168.1826913773787
2019-12-23,8722000,7500.71,1162.8232527320747
2019-12-24,8555000,7317.3,1169.1470897735503
2019-12-25,8450000,7255.77,1164.5903880635688
2019-12-26,8392000,7205.01,1164.7450870991156
2019-12-27,8335000,7202.0,1157.3174118300471
2019-12-28,8421000,7254.77,1160.7535455982752
2019-12-29,8471000,7315.36,1157.9744537521053
2019-12-30,8481000,7388.43,1147.8758004068522
2019-12-31,8325000,7246.0,1148.909743306652
2020-01-01,8311000,7195.24,1155.069184627615
2020-01-02,8243000,7200.77,1144.7386876681244
2020-01-03,8399000,6965.49,1205.8017454622718
2020-01-04,8483000,7345.0,1154.935330156569
2020-01-05,8544000,7354.19,1161.7866821499038
2020-01-06,8678000,7357.64,1179.4542815359273
2020-01-07,9038000,7758.9,1164.855842967431
2020-01-08,9559000,8145.92,1173.4708909490887
2020-01-09,9041000,8054.72,1122.4474593778555
2020-01-10,8778000,7817.74,1122.830894862198
2020-01-11,9149000,8198.86,1115.8868428049752
2020-01-12,9188000,8020.01,1145.6344817525164
2020-01-13,9194000,8184.97,1123.2783993099547
2020-01-14,9539000,8110.34,1176.1529109753722
2020-01-15,9649000,8814.64,1094.6561629289456
2020-01-16,9715000,8820.01,1101.472674067263
2020-01-17,10096000,8720.15,1157.7782492273643
2020-01-18,10012000,8913.27,1123.2690135045837
2020-01-19,10293000,8915.09,1154.559292166428
2020-01-20,9874000,8701.72,1134.718193644475
2020-01-21,9884000,8642.35,1143.6704137184909
2020-01-22,9946000,8736.04,1138.5021130855628
2020-01-23,9795000,8682.77,1128.096218142367
2020-01-24,9700000,8404.52,1154.14086705725
2020-01-25,9727000,8438.99,1152.6260844010953
2020-01-26,9816000,8340.01,1176.9770060227745
2020-01-27,9982000,8614.39,1158.758774562099
2020-01-28,10248000,8907.57,1150.482118018719
2020-01-29,10674000,9375.34,1138.5187097214607
2020-01-30,10662000,9301.57,1146.2581048145637
2020-01-31,10741000,9511.52,1129.262199942806
2020-02-01,10848000,9351.71,1160.001753689967
2020-02-02,10799000,9384.41,1150.7382989447392
2020-02-03,10826000,9331.59,1160.145269991502
2020-02-04,10687000,9291.35,1150.2096035559955
2020-02-05,10704000,9197.02,1163.855248765361
2020-02-06,11112000,9612.03,1156.051323185633
2020-02-07,11439000,9772.0,1170.589439214081
2020-02-08,11463000,9813.87,1168.0407423371207
2020-02-09,11759000,9895.04,1188.3731647370803
2020-02-10,11620000,10151.72,1144.6336187365293
2020-02-11,11412000,9851.74,1158.3740537204596
2020-02-12,11805000,10223.08,1154.7400587689815
2020-02-13,11717000,10325.33,1134.782132871298
2020-02-14,11765000,10227.78,1150.2985007499183
2020-02-15,11876000,10344.36,1148.065225881543
2020-02-16,11652000,9904.46,1176.4397049410065
2020-02-17,11493000,9910.7,1159.6557256298747
2020-02-18,11489000,9706.0,1183.7008036266227
2020-02-19,11875000,10164.78,1168.2495833653063
2020-02-20,11463000,9594.65,1194.728312132282
2020-02-21,11531000,9597.21,1201.4950178228883
2020-02-22,11469000,9677.05,1185.175234188105
2020-02-23,11693000,9650.85,1211.6031230409756
2020-02-24,11654000,9936.4,1172.8593856930077
2020-02-25,11489000,9655.52,1189.8893068420964
2020-02-26,11172000,9316.48,1199.165350003435
2020-02-27,10692000,8786.0,1216.9360346005008
2020-02-28,10522000,8823.25,1192.5310968180659
2020-02-29,10554000,8690.8,1214.3876282965896
2020-03-01,10331000,8523.61,1212.0451311122868
2020-03-02,10428000,8530.3,1222.4657983892712
2020-03-03,10531000,8911.18,1181.7739064860098
2020-03-04,10512000,8760.07,1199.9904110355283
2020-03-05,10601000,8750.99,1211.4057952300254
2020-03-06,10827000,9054.64,1195.740526404142
2020-03-07,10868000,9130.89,1190.2454196688384
2020-03-08,10505000,8885.25,1182.2965026307645
2020-03-09,9799000,8034.76,1219.5759425297083
2020-03-10,9542000,7929.87,1203.2984147281104
2020-03-11,9412000,7894.57,1192.211862077352
2020-03-12,8966000,7934.58,1129.9904972916022
2020-03-13,7030000,4800.01,1464.5802821244122
2020-03-14,6853000,5576.05,1229.0061961424306
2020-03-15,6737000,5172.48,1302.4699950507302
2020-03-16,6428000,5360.33,1199.1799012374238
2020-03-17,6683000,5028.86,1328.9294193912738
2020-03-18,6521000,5312.64,1227.4500060233706
2020-03-19,6787000,5393.26,1258.4225496267563
2020-03-20,8279000,6162.05,1343.5463847258623
2020-03-21,7710000,6204.57,1242.6324467287823
2020-03-22,7800000,6187.04,1260.6997853577802
2020-03-23,7290000,5816.05,1253.4280138582028
2020-03-24,8275000,6465.25,1279.9195700088937
2020-03-25,8349000,6744.69,1237.862674192587
2020-03-26,8161000,6677.42,1222.1786258764612
2020-03-27,8184000,6737.27,1214.735345325332
2020-03-28,7716000,6359.11,1213.3773436848867
2020-03-29,7527000,6236.65,1206.8979339869963
2020-03-30,7690000,5880.5,1307.7119292577163
2020-03-31,7909000,6394.45,1236.8538341843318
2020-04-01,7683000,6412.14,1198.195922110247
2020-04-02,8070000,6643.36,1214.7467546542714
2020-04-03,8316000,6793.86,1224.0464183836582
2020-04-04,8187000,6732.97,1215.956702614151
2020-04-05,8219000,6857.41,1198.5574728651197
2020-04-06,8416000,6772.78,1242.621198385301
2020-04-07,8824000,7329.9,1203.8363415599122
2020-04-08,8799000,7197.32,1222.5383892893467
2020-04-09,8836000,7360.26,1200.5010692557057
2020-04-10,8425000,7283.54,1156.717749885358
2020-04-11,8423000,6858.92,1228.0359006957362
2020-04-12,8380000,6876.84,1218.582953798547
2020-04-13,8280000,6903.79,1199.341231410573
2020-04-14,8288000,6838.04,1212.0432170621991
2020-04-15,8353000,6868.57,1216.1192213226334
2020-04-16,8519000,6621.25,1286.6150651312064
2020-04-17,8530000,7101.99,1201.0718122667026
2020-04-18,8574000,7026.78,1220.1890481842324
2020-04-19,8606000,7248.6,1187.2637474822725
2020-04-20,8678000,7121.4,1218.5806161709777
2020-04-21,8404000,6828.98,1230.637664775706
2020-04-22,8485000,6841.36,1240.2504765134418
2020-04-23,8632000,7125.12,1211.4883679152072
2020-04-24,9189000,7483.96,1227.8259103469286
2020-04-25,9151000,7505.0,1219.3204530313124
2020-04-26,9172000,7539.03,1216.6021358185337
2020-04-27,9390000,7693.1,1220.5742808490725
2020-04-28,9361000,7773.51,1204.2179144299037
2020-04-29,9605000,7738.58,1241.1837830713127
2020-04-30,10868000,8778.58,1238.0134372529499
2020-05-01,10661000,8620.0,1236.7749419953595
2020-05-02,10652000,8825.67,1206.9338645111363
2020-05-03,10993000,8972.58,1225.1771508306417
2020-05-04,10658000,8894.15,1198.315746867323
2020-05-05,10967000,8871.92,1236.1473052056376
2020-05-06,10990000,9021.36,1218.2198692880008
2020-05-07,11384000,9143.4,1245.0510750924163
2020-05-08,11971000,9986.3,1198.7422769193797
2020-05-09,11646000,9800.02,1188.3649217042414
2020-05-10,10803000,9539.1,1132.4967764254488
2020-05-11,10502000,8722.77,1203.9753426950383
2020-05-12,10627000,8562.04,1241.1761682963404
2020-05-13,10802000,8810.99,1225.9689319815368
2020-05-14,11658000,9309.35,1252.2893649932594
2020-05-15,11592000,9791.97,1183.8271563331996
2020-05-16,11414000,9315.96,1225.2092108596432
2020-05-17,11435000,9380.81,1218.977892101002
2020-05-18,11545000,9681.11,1192.5285426980997
2020-05-19,11805000,9733.93,1212.7681214062561
2020-05-20,11748000,9775.13,1201.8254488687107
2020-05-21,11370000,9511.43,1195.4038456888186
2020-05-22,11045000,9067.51,1218.0852295723964
2020-05-23,11170000,9170.0,1218.1025081788441
2020-05-24,11194000,9179.01,1219.5214952375038
2020-05-25,10737000,8718.14,1231.5700367280178
2020-05-26,10863000,8900.35,1220.5138000191002
2020-05-27,10856000,8841.0,1227.915394186178
2020-05-28,11175000,9204.07,1214.1367894855211
2020-05-29,11424000,9575.87,1192.9986518196256
2020-05-30,11479000,9426.6,1217.7243120531261
2020-05-31,11469000,9697.72,1182.6491175245317
2020-06-01,11510000,9448.27,1218.2124346573498
2020-06-02,12117000,10202.71,1187.6256406386146
2020-06-03,11487000,9518.02,1206.8686554556514
2020-06-04,11625000,9666.32,1202.6293356727276
2020-06-05,11780000,9788.14,1203.497293663556
2020-06-06,11548000,9621.17,1200.2698216537074
2020-06-07,11609000,9666.85,1200.908258636474
2020-06-08,11622000,9746.99,1192.3681054356268
2020-06-09,11602000,9782.0,1186.0560212635453
2020-06-10,11614000,9772.44,1188.4442370585032
2020-06-11,11678000,9885.22,1181.359646016983
2020-06-12,11415000,9278.88,1230.2131291707622
2020-06-13,11353000,9464.96,1199.4768070863481
2020-06-14,11327000,9473.34,1195.6712204987891
2020-06-15,11020000,9342.1,1179.6062983697454
2020-06-16,11394000,9426.05,1208.7778019424893
2020-06-17,11433000,9526.97,1200.0667578464088
2020-06-18,11354000,9465.13,1199.560914641426
2020-06-19,11219000,9386.32,1195.2501086687862
2020-06-20,11224000,9310.23,1205.5556092599218
2020-06-21,11296000,9358.95,1206.9730044502855
2020-06-22,11347000,9294.69,1220.8045669086328
2020-06-23,11529000,9685.69,1190.3127190731893
2020-06-24,11399000,9624.33,1184.3941344488396
2020-06-25,11184000,9298.33,1202.796631223026
2020-06-26,10985000,9249.49,1187.6330478761531
2020-06-27,11008000,9162.21,1201.4568537503508
2020-06-28,10904000,9012.0,1209.94229915668
2020-06-29,10900000,9116.16,1195.6788823364225
2020-06-30,10939000,9192.93,1189.9361792159843
2020-07-01,10963000,9138.08,1199.7049708472678
2020-07-02,10994000,9231.99,1190.8591755407015
2020-07-03,10888000,9086.54,1198.2558817767817
2020-07-04,10848000,9057.79,1197.6431337003837
2020-07-05,10835000,9135.0,1186.0974274767377
2020-07-06,10947000,9069.41,1207.024492221655
2020-07-07,10985000,9342.47,1175.8132485306348
2020-07-08,10997000,9257.4,1187.9145332382743
2020-07-09,11129000,9436.06,1179.4117460041587
2020-07-10,10923000,9232.42,1183.1134198834109
2020-07-11,10986000,9288.34,1182.773240428322
2020-07-12,10975000,9234.02,1188.5397692445977
2020-07-13,11011000,9303.31,1183.5572500540131
2020-07-14,10993000,9242.61,1189.3826527355368
2020-07-15,10984000,9255.85,1186.7089462340034
2020-07-16,10913000,9197.6,1186.505175263112
2020-07-17,10887000,9133.72,1191.9568368638409
2020-07-18,10915000,9154.31,1192.3345396867705
2020-07-19,10906000,9170.3,1189.2740695506145
2020-07-20,10939000,9208.99,1187.8609923563822
2020-07-21,11097000,9160.78,1211.3597313765858
2020-07-22,11091000,9390.0,1181.150159744409
2020-07-23,11265000,9518.16,1183.52706825689
2020-07-24,11280000,9603.27,1174.5999019084124
2020-07-25,11374000,9538.1,1192.4806827355553
2020-07-26,11554000,9700.42,1191.0824479764794
2020-07-27,12039000,9931.54,1212.1987123849876
2020-07-28,12724000,11029.96,1153.5853257854064
2020-07-29,13091000,10906.27,1200.3187157479138
2020-07-30,13024000,11100.52,1173.2783689412747
2020-07-31,13154000,11099.79,1185.0674652403334
2020-08-01,13866000,11335.46,1223.2410506499075
2020-08-02,13342000,11801.17,1130.5658676216003
2020-08-03,13330000,11071.36,1204.0074570784438
2020-08-04,13342000,11219.68,1189.160475165067
2020-08-05,13369000,11191.99,1194.5150058211275
2020-08-06,13849000,11744.91,1179.1490952250806
2020-08-07,13956000,11762.47,1186.4854915676724
2020-08-08,13769000,11594.36,1187.5601585598515
2020-08-09,13781000,11761.02,1171.7521099360429
2020-08-10,14160000,11681.69,1212.1533784923242
2020-08-11,13871000,11892.9,1166.3261273532949
2020-08-12,13547000,11392.09,1189.1584423929235
2020-08-13,13551000,11564.34,1171.7919051152076
2020-08-14,13747000,11779.77,1167.0007139358408
2020-08-15,13963000,11760.55,1187.2744046834546
2020-08-16,13876000,11852.4,1170.7333535823968
2020-08-17,13891000,11910.99,1166.2338730869558
2020-08-18,14267000,12281.15,1161.6990265569593
2020-08-19,13876000,11945.1,1161.6478723493315
2020-08-20,13810000,11754.38,1174.8811932232923
2020-08-21,13948000,11853.54,1176.6948945209615
2020-08-22,13776000,11531.23,1194.6687387208476
2020-08-23,13726000,11663.51,1176.8327030199314
2020-08-24,13876000,11648.12,1191.2651998777485
2020-08-25,13644000,11748.19,1161.3703898217511
2020-08-26,13438000,11318.42,1187.2681876092247
2020-08-27,13425000,11461.42,1171.3208311012074
2020-08-28,13422000,11330.38,1184.6028112031547
2020-08-29,13534000,11526.9,1174.1231380509937
2020-08-30,13597000,11465.84,1185.870376701576
2020-08-31,13614000,11711.17,1162.4799230136698
2020-09-01,13942000,11649.51,1196.7885344533804
2020-09-02,13749000,11921.97,1153.2490016331194
2020-09-03,13549000,11388.54,1189.704738271982
2020-09-04,12600000,10138.29,1242.8131371266752
2020-09-05,12429000,10446.25,1189.8049539308365
2020-09-06,12316000,10166.69,1211.407055787085
2020-09-07,12160000,10255.89,1185.660142610734
2020-09-08,12137000,10373.45,1170.0061213964495
2020-09-09,12103000,10126.66,1195.1620771310581
2020-09-10,12210000,10219.29,1194.7992473058302
2020-09-11,12261000,10336.86,1186.143567775901
2020-09-12,12283000,10387.89,1182.4345463804489
2020-09-13,12531000,10440.67,1200.2103313293112
2020-09-14,12310000,10332.84,1191.347199801797
2020-09-15,12581000,10671.77,1178.90471777409
2020-09-16,12873000,10785.23,1193.576771195422
2020-09-17,12782000,10954.01,1166.878613402763
2020-09-18,12760000,10940.0,1166.36197440585
2020-09-19,12759000,10933.4,1166.9745916183438
2020-09-20,12821000,11080.64,1157.0631299275133
2020-09-21,12631000,10920.28,1156.6553238561648
2020-09-22,12204000,10417.22,1171.5217687636434
2020-09-23,12215000,10529.61,1160.061958610053
2020-09-24,12069000,10241.46,1178.4452607343094
2020-09-25,12351000,10736.33,1150.3931045338584
2020-09-26,12462000,10686.57,1166.1365620587335
2020-09-27,12385000,10728.59,1154.392142863135
2020-09-28,12656000,10774.26,1174.6514377785575
2020-09-29,12454000,10696.11,1164.3485341867276
2020-09-30,12494000,10840.58,1152.5213595582525
2020-10-01,12638000,10776.59,1172.727179933541
2020-10-02,12293000,10619.13,1157.6277906005485
2020-10-03,12344000,10570.4,1167.7892984182245
2020-10-04,12420000,10542.07,1178.1367416456162
2020-10-05,12450000,10666.62,1167.1926064676531
2020-10-06,12478000,10792.2,1156.2054076091993
2020-10-07,12348000,10599.65,1164.9441255135782
2020-10-08,12302000,10666.4,1153.3413335333385
2020-10-09,12544000,10925.44,1148.1459785601312
2020-10-10,12899000,11050.64,1167.2627105760391
2020-10-11,12905000,11293.22,1142.7210308485978
2020-10-12,12974000,11369.02,1141.1713586571225
2020-10-13,13134000,11528.24,1139.2892583776882
2020-10-14,13124000,11420.57,1149.1545518306004
2020-10-15,13053000,11417.89,1143.2059688786633
2020-10-16,13014000,11505.13,1131.1475837300404
2020-10-17,13012000,11319.24,1149.547142741032
2020-10-18,13125000,11360.31,1155.338190595151
2020-10-19,13144000,11503.14,1142.6445301022156
2020-10-20,13431000,11751.46,1142.9218156722654
2020-10-21,13767000,11910.0,1155.919395465995
2020-10-22,14460000,12780.75,1131.389002992782
2020-10-23,14506000,12968.84,1118.5271774499492
2020-10-24,14584000,12923.06,1128.525287354543
2020-10-25,14688000,13111.73,1120.2183083391742
2020-10-26,14692000,13029.64,1127.5829570118592
2020-10-27,14780000,13052.15,1132.3804890382044
2020-10-28,15449000,13636.16,1132.9435852908737
2020-10-29,14829000,13266.4,1117.786287161551
2020-10-30,15014000,13455.69,1115.8104861214847
2020-10-31,15516000,13560.1,1144.2393492673357
2020-11-01,15570000,13791.0,1128.9971720687404
2020-11-02,15230000,13761.49,1106.711555216768
2020-11-03,15356000,13549.63,1133.3150794523542
2020-11-04,15550000,14023.53,1108.8506246287488
2020-11-05,16299000,14144.01,1152.3606106047719
2020-11-06,17290000,15590.02,1109.0428363786575
2020-11-07,17285000,15579.93,1109.4401579467944
2020-11-08,16786000,14818.3,1132.788511502669
2020-11-09,17149000,15475.1,1108.167313943044
2020-11-10,17095000,15328.41,1115.2493963822733
2020-11-11,17058000,15297.21,1115.1053035161315
2020-11-12,17488000,15684.25,1115.0039051915137
2020-11-13,18001000,16291.85,1104.90828236204
2020-11-14,17694000,16320.04,1084.1885191457864
2020-11-15,17810000,16069.56,1108.3066368960942
2020-11-16,17892000,15957.0,1121.2633953750706
2020-11-17,18350000,16713.08,1097.9424498656142
2020-11-18,20008000,17659.38,1132.9956091323704
2020-11-19,19557000,17777.75,1100.0829688796389
2020-11-20,20254000,17802.81,1137.6855676154494
2020-11-21,20761000,18655.66,1112.8526141664245
2020-11-22,19951000,18703.8,1066.681636886622
2020-11-23,20341000,18413.88,1104.655835706543
2020-11-24,20478000,18368.01,1114.8730864149138
2020-11-25,20997000,19160.0,1095.8768267223381
2020-11-26,18994000,18718.83,1014.7001708974332
2020-11-27,18758000,17149.47,1093.7947353475063
2020-11-28,18925000,17139.53,1104.1726348388784
2020-11-29,19964000,17719.84,1126.6467417313022
2020-11-30,20135000,18185.0,1107.2312345339565
2020-12-01,21240000,19695.87,1078.3986693657098
2020-12-02,21163000,18764.96,1127.7935044892183
2020-12-03,21145000,19204.08,1101.0681063607317
2020-12-04,21103000,19422.34,1086.532312790323
2020-12-05,20915000,18650.51,1121.4170550832123
2020-12-06,20699000,19147.66,1081.0198217432312
2020-12-07,20915000,19358.67,1080.3944692481457
2020-12-08,20661000,19166.9,1077.9520944962408
2020-12-09,19565000,18324.11,1067.71897789306
2020-12-10,20103000,18541.29,1084.2287672540583
2020-12-11,19670000,18254.81,1077.5242251220363
2020-12-12,20129000,18036.53,1116.0128916149615
2020-12-13,20959000,18808.69,1114.3253464223187
2020-12-14,20964000,19174.99,1093.2991360099795
2020-12-15,20878000,19273.69,1083.2383420092365
2020-12-16,21174000,19426.43,1089.9583711469375
2020-12-17,24863000,21335.52,1165.3336782979745
2020-12-18,25082000,22797.15,1100.2252474541774
2020-12-19,25120000,23107.39,1087.0981101716811
2020-12-20,26039000,23821.6,1093.0835880041643
2020-12-21,26222000,23455.54,1117.9448437341455
2020-12-22,25240000,22719.88,1110.9213605001435
2020-12-23,26487000,23810.79,1112.3948428422575
2020-12-24,26435000,23232.39,1137.8510777410331
2020-12-25,26347000,23728.99,1110.3296010491806
2020-12-26,27498000,24712.47,1112.717587517557
2020-12-27,30519000,26493.4,1151.9472774351348
2020-12-28,29892000,26281.54,1137.3762724710957
2020-12-29,29892000,27079.42,1103.8641152580078
2020-12-30,30689000,27385.0,1120.6499908709147
2020-12-31,31992000,28875.55,1107.9269485776028
2021-01-01,32173000,28923.63,1112.3430910988695
2021-01-02,32993000,29331.7,1124.8239958815889
2021-01-03,38735000,32176.45,1203.8307519940827
2021-01-04,36634000,33000.05,1110.119530121924
2021-01-05,35596000,31989.75,1112.73142178354
2021-01-06,38864000,33949.53,1144.7581159444624
2021-01-07,41718000,36769.36,1134.5859704928234
2021-01-08,44274000,39432.48,1122.7800026779953
2021-01-09,46852000,40586.96,1154.3609080354872
2021-01-10,46499000,40088.22,1159.916803489903
2021-01-11,39873000,38150.02,1045.1632790756073
2021-01-12,40118000,35410.37,1132.9449536957675
2021-01-13,38416000,34049.15,1128.2513660399745
2021-01-14,42224000,37371.38,1129.848563258836
2021-01-15,41699000,39145.21,1065.2388887427096
2021-01-16,41180000,36737.43,1120.927620685497
2021-01-17,38779000,35994.98,1077.3446741740097
2021-01-18,39860000,35824.99,1112.6311549563588
2021-01-19,40323000,36622.46,1101.0456424827823
2021-01-20,39185000,35901.94,1091.4451976689838
2021-01-21,37412000,35468.23,1054.8031294485234
2021-01-22,35059000,30851.99,1136.3610580711324
2021-01-23,36428000,32950.0,1105.5538694992413
2021-01-24,35883000,32078.0,1118.6171207681277
2021-01-25,36807000,32259.45,1140.9679954245964
2021-01-26,35574000,32254.19,1102.926472498612
2021-01-27,34904000,32464.01,1075.1598462420386
2021-01-28,34601000,30362.19,1139.6081771440072
2021-01-29,38652000,33368.18,1158.3490618906994
2021-01-30,37500000,34246.28,1095.0094433614395
2021-01-31,36762000,34262.89,1072.9392646096112
2021-02-01,37864000,33092.97,1144.1704990516112
2021-02-02,37342000,33517.09,1114.1182005955768
2021-02-03,38565000,35472.71,1087.1737738672912
2021-02-04,39779000,37620.26,1057.382378537522
2021-02-05,39988000,36936.65,1082.61036125366
2021-02-06,42218000,38289.32,1102.605112861759
2021-02-07,42357000,39181.01,1081.0594213880652
2021-02-08,42251000,38795.69,1089.0642749233225
2021-02-09,49794000,46374.86,1073.728308829396
2021-02-10,48889000,46420.42,1053.1787519371862
2021-02-11,48552000,44807.58,1083.5666643902662
2021-02-12,51096000,47968.66,1065.1954838846864
2021-02-13,51148000,47298.15,1081.3953611293464
2021-02-14,52038000,47156.78,1103.5104602137806
2021-02-15,51918000,48580.47,1068.701064440093
2021-02-16,53843000,47911.1,1123.810557469981
2021-02-17,56726000,49133.45,1154.529144605152
2021-02-18,57005000,52117.67,1093.7749135753768
2021-02-19,58500000,51552.61,1134.7631089871104
2021-02-20,63514000,55906.0,1136.0855722104961
2021-02-21,64430000,55841.19,1153.807789554628
2021-02-22,63782000,57412.35,1110.9456414865442
2021-02-23,52350000,54087.67,967.8730845680726
2021-02-24,56555000,48891.0,1156.756867317093
2021-02-25,56615000,49676.21,1139.6803419584546
2021-02-26,52961000,47073.73,1125.0648716385974
2021-02-27,53863000,46276.88,1163.9289424870476
2021-02-28,52001000,46103.67,1127.9145456316169
2021-03-01,53500000,45134.11,1185.3562638102312
2021-03-02,55750000,49595.76,1124.088026879717
2021-03-03,57602000,48436.61,1189.2244316850415
2021-03-04,57664000,50349.37,1145.2774880797913
2021-03-05,54802000,48374.09,1132.8791921460436
2021-03-06,56164000,48746.81,1152.1574437383697
2021-03-07,57722000,48882.2,1180.8388329494173
2021-03-08,57599000,50959.11,1130.2983902191384
2021-03-09,61750000,52375.18,1178.9935614541087
2021-03-10,63000000,54874.67,1148.0706854364682
2021-03-11,63408000,55851.59,1135.2944473022164
2021-03-12,65552000,57773.15,1134.6447268324473
2021-03-13,66088000,57221.72,1154.9460589440514
2021-03-14,70213000,61188.38,1147.4891147632934
2021-03-15,66521000,58976.08,1127.9318666143968
2021-03-16,65054000,55605.2,1169.9265536316748
2021-03-17,64671000,56900.74,1136.5581537252415
2021-03-18,67491000,58912.97,1145.6051188728052
2021-03-19,68008000,57641.0,1179.8546173730504
2021-03-20,69000000,58030.01,1189.0399467447962
2021-03-21,67241000,58100.02,1157.3317874933607
2021-03-22,67399000,57351.56,1175.190352276381
2021-03-23,64594000,54083.25,1194.3439049983128
2021-03-24,67270000,54342.8,1237.8824793716922
2021-03-25,64425000,52303.66,1231.7493651495897
2021-03-26,64830000,51293.78,1263.8959343608524
2021-03-27,65595000,55025.59,1192.081720523124
2021-03-28,67055000,55817.14,1201.3334972017556
2021-03-29,68111000,55777.65,1221.11634319481
2021-03-30,69480000,57635.46,1205.507859224165
2021-03-31,70602000,58746.57,1201.8063352464662
2021-04-01,72071000,58739.46,1226.9605474752407
2021-04-02,74045000,58720.45,1260.974668961154
2021-04-03,74243000,58950.01,1259.4230263913441
2021-04-04,72901000,57051.95,1277.8003205850107
2021-04-05,74919000,58202.01,1287.2235855771992
2021-04-06,78227000,59129.99,1322.9665690794131
2021-04-07,73849000,57990.03,1273.4775270852592
2021-04-08,72499000,55953.44,1295.7022838988987
2021-04-09,73675000,58077.52,1268.5631204638216
2021-04-10,78407000,58142.55,1348.5304652100742
2021-04-11,78072000,59769.13,1306.2261404842266
2021-04-12,78411000,59998.8,1306.8761375227505
2021-04-13,80895000,59860.01,1351.4030485460994
2021-04-14,81000000,63575.01,1274.0855251143491
2021-04-15,79380000,62959.53,1260.8099202773592
2021-04-16,78985000,63158.74,1250.5790964164264
2021-04-17,78863000,61334.81,1285.778826085872
2021-04-18,74620000,60006.67,1243.5284277564479
2021-04-19,73042000,56150.01,1300.836811961387
2021-04-20,69204000,55633.14,1243.9348201449711
2021-04-21,69227000,56425.0,1226.8852459016393
2021-04-22,63983000,53787.62,1189.548821829261
2021-04-23,56893000,51690.95,1100.6375390663163
2021-04-24,59715000,51110.56,1168.3495543778038
2021-04-25,61504000,50047.84,1228.9041844762933
2021-04-26,62726000,49066.76,1278.3807204714556
2021-04-27,63874000,54001.38,1182.8216241881228
2021-04-28,62951000,55011.97,1144.314591897
2021-04-29,63842000,54846.23,1164.0180191054153
2021-04-30,64016000,53555.0,1195.3319017832134
2021-05-01,68356000,57697.25,1184.7358409629576
2021-05-02,67629000,57797.35,1170.105549821921
2021-05-03,70667000,56578.21,1249.0144173878955
2021-05-04,69475000,57169.39,1215.2482298656676
2021-05-05,68357000,53205.05,1284.7840571524696
2021-05-06,69556000,57436.11,1211.0151610197836
2021-05-07,67316000,56393.68,1193.6798591615232
2021-05-08,70360000,57315.49,1227.5913544488585
2021-05-09,71818000,58866.53,1220.014157450762
2021-05-10,71451000,58240.83,1226.8197414082183
2021-05-11,69413000,55816.14,1243.6008652694363
2021-05-12,69846000,56670.02,1232.503535379024
